customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,Tempo_Cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Mensalidade,Total_Pago,Contas_Diarias,Churn_binario,Total_Servicos
0236-HFWSV,yes,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,93.35,1444.65,3.1116666666666664,1,4.0
0237-YFUTL,no,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,Bank transfer (automatic),109.65,5405.8,3.6550000000000002,0,7.0
0238-WHBIQ,no,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),89.7,6339.3,2.99,0,8.0
0239-OXEXL,no,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Mensal,No,Mailed check,84.25,3847.6,2.808333333333333,0,4.0
0244-LGNFY,no,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),92.65,6733.0,3.0883333333333334,0,8.0
0247-SLUJI,no,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.7,19.7,0.6566666666666666,0,1.0
0248-IPDFW,no,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,50.1,50.1,1.6700000000000002,0,2.0
0248-PGHBZ,no,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,2 anos,Yes,Bank transfer (automatic),92.45,6140.85,3.0816666666666666,0,5.0
0253-ZTEOB,no,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2 anos,No,Electronic check,79.65,3870.3,2.6550000000000002,0,6.0
0254-FNMCI,no,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Electronic check,109.9,7624.2,3.6633333333333336,0,7.0
0254-KCJGT,no,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,1 ano,Yes,Credit card (automatic),81.4,4354.45,2.7133333333333334,0,7.0
0254-WWRKD,no,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,1 ano,No,Credit card (automatic),50.55,3431.75,1.6849999999999998,0,2.0
0256-LTHVJ,yes,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,81.05,2227.1,2.7016666666666667,1,2.0
0257-KXZGU,no,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Mensal,No,Bank transfer (automatic),62.45,2045.55,2.0816666666666666,0,4.0
0257-ZESQC,yes,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),75.2,1929.35,2.506666666666667,1,2.0
0258-NOKBL,no,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Mensal,No,Electronic check,90.4,268.45,3.0133333333333336,0,4.0
0259-GBZSH,yes,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,85.65,181.5,2.855,1,3.0
0260-ZDLGK,yes,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Mailed check,72.9,651.4,2.43,1,5.0
0263-FJTQO,no,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,2 anos,Yes,Credit card (automatic),70.5,3486.65,2.35,0,5.0
0264-CNITK,no,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),20.1,1389.6,0.67,0,1.0
0265-EDXBD,yes,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,74.9,2303.35,2.496666666666667,1,2.0
0265-PSUAE,no,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Mensal,No,Bank transfer (automatic),100.7,1522.7,3.356666666666667,0,5.0
0266-CLZKZ,no,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,2 anos,Yes,Bank transfer (automatic),105.65,6717.9,3.521666666666667,0,6.0
0266-GMEAO,no,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),114.3,8058.55,3.81,0,8.0
0268-QKIWO,yes,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Electronic check,19.75,58.85,0.6583333333333333,1,1.0
0269-XFESX,no,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,24.35,538.5,0.8116666666666668,0,2.0
0270-THENM,no,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,No,Bank transfer (automatic),69.85,5102.35,2.328333333333333,0,6.0
0274-JKUJR,no,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Mensal,No,Mailed check,58.85,465.7,1.9616666666666667,0,5.0
0277-BKSQP,no,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,54.4,475.1,1.8133333333333332,0,2.0
0277-ORXQS,no,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),50.55,3364.55,1.6849999999999998,0,3.0
0278-YXOOG,yes,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,21.05,113.85,0.7016666666666667,1,1.0
0280-XJGEX,yes,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),103.7,5036.3,3.4566666666666666,1,6.0
0281-CNTZX,no,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Bank transfer (automatic),19.95,1234.8,0.6649999999999999,0,1.0
0282-NVSJS,no,Female,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Mensal,Yes,Mailed check,29.3,355.9,0.9766666666666667,0,1.0
0285-INHLN,no,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,Yes,Credit card (automatic),54.75,1510.3,1.825,0,3.0
0289-IVARM,no,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mensal,No,Electronic check,60.55,1982.6,2.018333333333333,0,4.0
0292-WEGCH,no,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,Electronic check,86.2,4524.05,2.8733333333333335,0,7.0
0295-PPHDO,yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,95.45,95.45,3.1816666666666666,1,4.0
0295-QVKPB,no,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Mensal,Yes,Credit card (automatic),63.95,318.1,2.131666666666667,0,4.0
0297-RBCSG,no,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,1 ano,Yes,Bank transfer (automatic),65.35,1231.85,2.1783333333333332,0,4.0
0298-XACET,no,Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,2 anos,No,Mailed check,50.2,2554.0,1.6733333333333333,0,4.0
0301-FIDRB,no,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Bank transfer (automatic),63.8,4684.3,2.1266666666666665,0,6.0
0301-KOBTQ,no,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Bank transfer (automatic),20.05,614.45,0.6683333333333333,0,1.0
0302-JOIVN,yes,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,No,Electronic check,101.15,842.9,3.371666666666667,1,5.0
0303-UNCIP,no,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,1 ano,No,Mailed check,65.0,2531.8,2.1666666666666665,0,4.0
0303-WMMRN,no,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Mailed check,19.25,86.05,0.6416666666666667,0,1.0
0305-SQECB,no,Female,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,1 ano,Yes,Mailed check,36.05,402.6,1.2016666666666667,0,2.0
0306-JAELE,yes,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Mensal,Yes,Electronic check,96.1,453.4,3.203333333333333,1,4.0
0307-BCOPK,no,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,19.05,326.65,0.635,0,1.0
0308-GIQJT,no,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1 ano,No,Bank transfer (automatic),105.75,7382.85,3.525,0,6.0
0308-IVGOK,no,Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,1 ano,Yes,Credit card (automatic),40.4,422.6,1.3466666666666667,0,3.0
0310-MVLET,yes,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,99.15,6010.05,3.305,1,5.0
0310-SUCIN,no,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Bank transfer (automatic),84.8,6046.1,2.8266666666666667,0,7.0
0310-VQXAM,no,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.85,178.8,0.6616666666666667,0,1.0
0311-QYWSS,no,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,49.45,314.6,1.6483333333333334,0,2.0
0311-UNPFF,yes,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),88.8,2274.35,2.96,1,3.0
0314-TKOSI,no,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,No,Mailed check,55.15,322.9,1.8383333333333334,0,3.0
0315-LVCRK,no,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Mensal,No,Electronic check,84.8,888.75,2.8266666666666667,0,3.0
0318-QUUOB,yes,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,80.55,80.55,2.685,1,2.0
0318-ZOPWS,no,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Bank transfer (automatic),20.15,973.35,0.6716666666666666,0,1.0
0319-QZTCO,no,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Mensal,Yes,Credit card (automatic),58.7,168.6,1.9566666666666668,0,3.0
0320-DWVTU,no,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,2 anos,No,Mailed check,99.5,5424.25,3.316666666666667,0,6.0
0320-JDNQG,yes,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Mensal,Yes,Electronic check,99.85,2331.3,3.328333333333333,1,5.0
0322-CHQRU,yes,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Electronic check,45.35,89.5,1.5116666666666667,1,1.0
0322-YINQP,yes,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Mailed check,48.55,48.55,1.6183333333333332,1,2.0
0323-XWWTN,no,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Mailed check,26.4,121.25,0.88,0,2.0
0324-BRPCJ,yes,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,100.2,6851.65,3.3400000000000003,1,5.0
0325-XBFAC,yes,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,94.7,740.3,3.1566666666666667,1,4.0
0326-VDYXE,no,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,97.65,6982.5,3.2550000000000003,0,5.0
0327-WFZSY,no,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1 ano,No,Electronic check,100.0,3835.55,3.3333333333333335,0,5.0
0328-GRPMV,yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,70.1,70.1,2.3366666666666664,1,1.0
0329-GTIAJ,yes,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mensal,Yes,Electronic check,97.9,315.3,3.2633333333333336,1,5.0
0330-BGYZE,no,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1 ano,No,Bank transfer (automatic),102.5,6157.6,3.4166666666666665,0,6.0
0330-IVZHA,yes,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,No,Electronic check,69.95,330.15,2.3316666666666666,1,1.0
0334-GDDSO,yes,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mensal,Yes,Electronic check,81.35,233.7,2.7116666666666664,1,3.0
0334-ZFJSR,no,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,1 ano,Yes,Credit card (automatic),66.05,3462.1,2.2016666666666667,0,5.0
0336-KXKFK,no,Male,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),61.2,4390.25,2.04,0,5.0
0336-PIKEI,no,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,2 anos,No,Bank transfer (automatic),74.4,5360.75,2.48,0,6.0
0337-CNPZE,yes,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,106.3,4443.45,3.5433333333333334,1,6.0
0343-QLUZP,no,Male,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,2 anos,No,Bank transfer (automatic),39.6,2424.5,1.32,0,3.0
0345-HKJVM,yes,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,No,Electronic check,89.3,577.6,2.9766666666666666,1,3.0
0345-XMMUG,no,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),108.9,4854.3,3.6300000000000003,0,7.0
0347-UBKUZ,no,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.9,320.45,0.6633333333333333,0,1.0
0348-SDKOL,yes,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Credit card (automatic),102.1,5885.4,3.4033333333333333,1,6.0
0354-VXMJC,no,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.6,426.65,0.6533333333333334,0,1.0
0354-WYROK,yes,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Electronic check,98.9,2911.3,3.296666666666667,1,5.0
0356-ERHVT,no,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Bank transfer (automatic),45.9,521.9,1.53,0,1.0
0356-OBMAC,no,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,2 anos,Yes,Bank transfer (automatic),99.9,5706.3,3.33,0,6.0
0357-NVCRI,no,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Credit card (automatic),20.05,471.7,0.6683333333333333,0,1.0
0361-HJRDX,no,Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),64.35,4539.6,2.145,0,6.0
0362-RAOQO,no,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.65,830.25,0.6549999999999999,0,1.0
0362-ZBZWJ,yes,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,84.9,3067.2,2.83,1,3.0
0363-QJVFX,yes,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Mensal,Yes,Credit card (automatic),108.15,3432.9,3.605,1,7.0
0363-SVHYR,no,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),86.85,6263.8,2.895,0,8.0
0365-BZUWY,no,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,102.55,1742.5,3.4183333333333334,0,6.0
0365-GXEZS,no,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Mensal,No,Electronic check,78.2,1468.75,2.606666666666667,0,3.0
0365-TRTPY,no,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Mensal,No,Bank transfer (automatic),91.2,3382.3,3.04,0,5.0
0366-NQSHS,no,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.35,46.35,0.645,0,1.0
0369-ZGOVK,no,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,1 ano,Yes,Bank transfer (automatic),70.4,1992.2,2.3466666666666667,0,1.0
0373-AIVNJ,no,Male,0,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,1 ano,No,Mailed check,39.55,373.0,1.3183333333333331,0,3.0
0374-AACSZ,no,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,No,Electronic check,50.15,50.15,1.6716666666666666,0,2.0
0374-FIUCA,no,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Credit card (automatic),20.4,1414.45,0.6799999999999999,0,1.0
0374-IOEGQ,no,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Electronic check,44.6,122.7,1.4866666666666668,0,1.0
0375-HVGXO,yes,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,34.7,34.7,1.1566666666666667,1,1.0
0376-OIWME,no,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,93.6,3366.05,3.1199999999999997,0,4.0
0376-YMCJC,yes,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Mensal,Yes,Electronic check,90.6,1943.2,3.02,1,4.0
0377-JBKKT,no,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Mensal,Yes,Mailed check,57.95,1271.8,1.9316666666666669,0,4.0
0378-CJKPV,no,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),112.1,7965.95,3.7366666666666664,0,8.0
0378-NHQXU,yes,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Mensal,No,Electronic check,88.25,1460.65,2.941666666666667,1,4.0
0378-TOVMS,yes,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Mensal,No,Electronic check,85.8,272.2,2.86,1,3.0
0378-XSZPU,yes,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,1 ano,No,Credit card (automatic),60.3,3563.8,2.01,1,4.0
0379-DJQHR,no,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,2 anos,No,Credit card (automatic),81.35,5398.6,2.7116666666666664,0,6.0
0380-NEAVX,no,Male,1,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,99.85,3343.15,3.328333333333333,0,5.0
0380-ZCSBI,no,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Credit card (automatic),20.0,198.7,0.6666666666666666,0,1.0
0383-CLDDA,no,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),85.35,5897.4,2.8449999999999998,0,7.0
0384-LPITE,no,Male,0,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,1 ano,No,Credit card (automatic),62.05,2511.55,2.0683333333333334,0,5.0
0384-RVBPI,no,Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Mensal,No,Credit card (automatic),64.4,1398.6,2.146666666666667,0,4.0
0386-CWRGM,no,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,19.4,967.85,0.6466666666666666,0,1.0
0388-EOPEX,yes,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,74.4,139.4,2.48,1,2.0
0390-DCFDQ,yes,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Mailed check,70.45,70.45,2.3483333333333336,1,1.0
0392-BZIUW,no,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,2 anos,Yes,Credit card (automatic),105.0,7589.8,3.5,0,6.0
0394-YONDK,no,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),25.15,1790.15,0.8383333333333333,0,2.0
0396-HUJBP,no,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,19.3,44.4,0.6433333333333333,0,1.0
0396-UKGAI,no,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Mensal,Yes,Bank transfer (automatic),55.3,1284.2,1.8433333333333333,0,3.0
0396-YCHWO,no,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,95.4,3474.2,3.18,0,4.0
0397-GZBBC,yes,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),93.85,5574.75,3.128333333333333,1,4.0
0397-ZXWQF,no,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),20.5,1430.95,0.6833333333333333,0,1.0
0401-WDBXM,no,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,2 anos,Yes,Bank transfer (automatic),105.55,7542.25,3.518333333333333,0,6.0
0402-CQAJN,yes,Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),101.9,3545.35,3.396666666666667,1,6.0
0402-OAMEN,no,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),24.45,1709.1,0.815,0,2.0
0404-AHASP,no,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.7,1421.9,0.6566666666666666,0,1.0
0404-SWRVG,yes,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,74.4,229.55,2.48,1,2.0
0406-BPDVR,yes,Female,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1 ano,Yes,Credit card (automatic),101.5,5373.1,3.3833333333333333,1,5.0
0407-BDJKB,yes,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Mensal,Yes,Electronic check,95.75,5742.9,3.191666666666667,1,5.0
0409-WTMPL,no,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1 ano,Yes,Credit card (automatic),110.65,6526.65,3.6883333333333335,0,7.0
0410-IPFTY,no,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Mensal,Yes,Bank transfer (automatic),83.85,2674.15,2.795,0,3.0
0411-EZJZE,no,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,60.25,170.5,2.0083333333333333,0,3.0
0412-UCCNP,no,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,2 anos,Yes,Electronic check,59.2,3175.85,1.9733333333333334,0,4.0
0415-MOSGF,yes,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Mailed check,44.4,44.4,1.48,1,1.0
0419-YAAPX,no,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Mensal,Yes,Credit card (automatic),85.3,4297.95,2.8433333333333333,0,3.0
0420-BWTPW,yes,Male,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Mensal,No,Mailed check,25.5,215.2,0.85,1,0.0
0420-HLGXF,no,Female,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,99.75,4036.0,3.325,0,5.0
0420-TXVSG,no,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,2 anos,Yes,Credit card (automatic),66.1,4428.45,2.203333333333333,0,5.0
0422-OHQHQ,no,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,20.55,295.95,0.685,0,1.0
0422-UXFAP,no,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,98.85,4947.55,3.295,0,5.0
0423-UDIJQ,no,Male,1,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,No,Mailed check,49.2,447.9,1.6400000000000001,0,2.0
